2853.50 ( 6323.43    6.26   0.183) |  733.260 |  357.889  710.596  860.026  790.407  746.943  749.611  746.320  743.035  739.959  737.287  734.998  732.786  730.758  729.097  727.502  726.578  725.981  724.825  720.939  716.076  691.099  709.628  713.268  730.046  731.609  584.755  593.052 27
2853.20 ( 5946.24    6.78   0.286) |  869.778 |  597.972  755.214  932.692  917.855  860.465  874.381  882.292  851.606  865.327  866.834  866.844  865.957  864.415  862.631  860.583  859.360  856.570  850.527  845.408  832.417  789.238  723.872  745.000  819.234  787.751  716.655  812.760  808.008 28
2852.90 ( 5918.22    6.68   0.259) |  831.668 |  505.533  713.377  844.574  831.538  837.587  841.488  843.263  843.542  842.958  826.891  828.056  827.712  826.978  826.147  824.842  824.043  823.504  819.559  818.923  814.926  805.191  788.708  761.102  806.532  787.471  775.524  707.264 27
2852.60 ( 7377.71    6.59   0.071) |  519.258 |  272.458  568.520  556.846  546.889  518.445  525.904  525.529  524.379  523.100  521.969  520.995  519.999  519.255  518.551  518.000  517.770  517.487  517.124  516.433  515.227  513.168  512.643  514.004  518.580  518.213  518.410  517.349  510.789  510.830 29
2852.30 ( 7360.20    7.07   0.118) |  577.401 |  327.934  635.843  581.374  608.899  618.093  482.238  543.471  556.883  563.239  566.879  569.077  570.290  571.122  571.343  571.855  571.774  571.684  572.272  571.474  569.301  566.499  560.245  558.462  536.555  497.111  414.360  115.811  418.524  546.375 29
2852.00 ( 7059.15    6.92   0.093) |  628.059 |  269.875  624.510  677.132  581.084  621.064  626.869  628.541  628.752  628.340  627.674  627.263  626.785  626.493  626.384  626.486  625.934  625.942  626.078  625.802  625.879  626.022  623.546  622.467  621.846  623.413  598.678  112.819  102.419  101.077  542.388  623.491  621.550 32
2851.70 ( 6668.74    6.26   0.216) |  680.918 |  366.993  712.872  740.157  750.919  662.732  627.931  656.121  665.656  669.977  671.938  673.056  672.849  672.717  672.609  672.907  671.672  668.818  666.382  662.516  652.612  630.255  466.663  346.128  522.134  631.100 25
2851.40 (10824.10    4.94   0.108) |  246.306 |  347.787  243.408  328.684  418.694  297.048  274.328  263.546  257.366  253.809  251.597  249.926  249.101  248.499  248.154  247.711  247.543  247.542  247.670  248.125  272.898 20
2851.10 ( 5283.52    5.91   0.449) |  936.746 |  494.806  872.012  876.543 1023.705  930.839  950.745  953.868  931.211  933.629  933.348  931.644  929.877  927.757  924.018  922.457  915.384  912.876  893.915  872.817  798.960 20
2850.80 ( 4708.11    6.28   0.496) | 1057.634 |  547.564  800.826  976.917 1000.025 1001.691 1125.073 1091.791 1075.441 1102.745 1088.786 1079.567 1072.496 1066.141 1058.926 1052.339 1041.382 1037.234 1017.294 1003.763 1025.455  989.116 21
2850.50 ( 8182.50    5.30   0.217) |  396.878 |  219.401  387.379  324.678  377.630  339.362  363.367  375.889  382.868  386.800  388.962  389.874  390.036  390.230  388.740  387.333  385.683  380.551  364.056  334.447  334.596  239.255  522.116  249.538 23
2850.20 ( 7410.76    5.59   0.176) |  531.020 |  265.345  503.078  544.043  567.770  578.093  502.248  516.803  522.336  524.497  525.189  524.537  523.954  523.244  521.497  518.379  515.453  508.863  502.877  472.239  445.064  209.886  491.254  495.665 23
2849.90 ( 7086.81    5.17   0.204) |  515.993 |  193.330  558.525  544.528  504.920  463.859  501.406  508.956  511.890  512.975  513.019  512.469  512.033  511.527  510.904  509.947  507.713  504.126  500.130  472.625  391.087  361.977  467.432  456.469 23
2849.60 (10347.02    4.47   0.157) |  221.196 |  295.978  198.144  255.744  218.660  205.496  251.266  234.687  228.959  226.092  224.582  223.821  223.545  223.526  223.768  224.131  228.428  262.061  223.794  250.129 19
2849.30 ( 8908.70    4.78   0.158) |  222.510 |  134.220  237.434  191.341  230.267  184.719  203.093  211.256  215.491  217.798  218.973  219.461  219.529  219.452  219.155  218.420  214.958  210.668  204.018 18
2849.00 ( 3326.43    6.56   0.747) | 1276.393 |  815.534  977.701 1123.570 1337.771 1311.757 1296.734 1287.706 1280.843 1274.984 1271.642 1266.448 1285.629 1275.972 1268.004 1260.148 1248.610 1227.899 1177.065 18
2848.70 ( 3222.66    6.48   0.773) | 1281.180 |  802.385 1007.028 1193.946 1245.830 1324.055 1362.404 1343.074 1287.237 1302.390 1292.778 1289.351 1284.453 1279.733 1272.417 1263.866 1259.912 1252.311 1234.370 1205.464 19
2848.40 (12484.16    4.16   0.058) |  542.465 |  650.863  334.511  580.562  560.228  552.614  548.524  546.135  544.713  543.917  543.350  543.076  543.042  543.268  544.100  547.593  590.338  732.433 17
2848.10 (12978.44    4.13   0.081) |  608.984 |  740.793  355.776  526.210  669.915  634.316  622.344  616.641  613.630  611.843  610.818  610.153  609.738  609.922  609.737  610.029  613.230  625.730  996.160 18
2847.80 ( 7348.45    5.04   0.252) |  515.712 |  175.262  494.180  482.210  459.842  525.238  518.192  517.541  516.451  514.968  513.119  510.852  509.601  506.149  499.777  489.696  477.302  488.038  728.435 18
