~A D.M	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
2784.5	9823	7616	5747	4204	3047	2290	1600	1136	870	574	436	326	236	182	156	106	80	66	44	33	21	15	16	10	10	3	3	3	1	0	2	1	0	1	1	2	0	0	0	0	0	1	0
2784.2	9994.5	7603.5	5785.5	4270.5	3097.5	2290.5	1644	1156.5	777	580.5	415.5	304.5	223.5	198	141	94.5	69	67.5	40.5	40.5	24	10.5	13.5	13.5	6	9	0	3	4.5	3	1.5	0	1.5	1.5	0	1.5	0	1.5	0	0	0	0	0
2783.9	10051	7774	5866	4463	3336	2446	1811	1292	911	652	528	357	294	214	166	120	94	74	61	43	30	20	13	6	11	9	4	2	5	6	1	2	2	0	1	0	0	1	0	0	0	0	0
2783.6	9981	7926	5956.5	4506	3523.5	2575.5	1903.5	1332	1047	792	592.5	442.5	346.5	262.5	201	144	132	88.5	55.5	40.5	43.5	39	13.5	16.5	15	10.5	1.5	6	7.5	7.5	3	1.5	3	0	1.5	0	0	0	0	0	0	0	0
2783.3	10105.5	7999.5	6303	4701	3640.5	2764.5	1996.5	1434	1140	787.5	591	501	360	304.5	189	172.5	133.5	87	52.5	54	40.5	51	21	24	12	10.5	9	6	4.5	4.5	4.5	1.5	1.5	1.5	1.5	0	0	0	0	1.5	0	0	0
2783.0	10194	7865	6245	4735	3531	2682	1943	1452	1111	788	618	528	377	272	228	171	127	97	77	46	40	36	19	21	9	7	14	5	3	1	3	2	1	2	1	0	0	0	1	1	0	0	0
2782.7	10041	7792.5	5934	4380	3196.5	2368.5	1710	1248	925.5	652.5	475.5	390	295.5	214.5	175.5	129	82.5	73.5	60	31.5	27	25.5	9	10.5	7.5	7.5	7.5	4.5	4.5	0	1.5	3	0	1.5	0	0	0	0	3	0	0	0	0
2782.4	9776	7529	5819	4251	3082	2181	1542	1099	797	521	388	320	207	165	125	80	63	43	32	34	21	17	13	5	6	6	3	3	6	1	1	1	1	1	1	1	1	1	1	0	0	0	0
2782.1	9865.5	7471.5	5661	4177.5	3088.5	2148	1582.5	1081.5	790.5	556.5	372	303	226.5	156	126	76.5	63	57	45	30	22.5	21	15	4.5	10.5	3	6	4.5	3	0	1.5	1.5	1.5	0	0	1.5	0	1.5	0	0	0	0	0
2781.8	9847.5	7552.5	5800.5	4191	3039	2190	1566	1126.5	801	559.5	387	307.5	264	171	147	88.5	60	69	48	25.5	28.5	16.5	15	9	12	4.5	4.5	3	0	1.5	4.5	3	1.5	0	0	0	0	0	0	0	0	0	0
2781.5	9835	7643	5689	4180	2950	2111	1505	1074	796	555	408	335	225	194	148	102	83	61	55	34	38	21	20	14	13	9	8	3	2	5	5	2	3	2	0	2	0	0	0	1	0	0	0
2781.2	9942	7596	5574	4219.5	2925	2035.5	1432.5	1050	763.5	552	409.5	334.5	235.5	184.5	147	127.5	91.5	61.5	64.5	43.5	43.5	34.5	22.5	21	10.5	13.5	9	6	4.5	6	1.5	1.5	1.5	1.5	0	1.5	1.5	0	1.5	1.5	1.5	0	0
2780.9	9705	7294	5306	3891	2668	1765	1230	881	585	395	324	190	169	130	103	91	56	37	40	28	21	18	7	11	6	6	7	2	5	4	3	0	2	2	0	0	1	0	1	0	1	0	0
2780.6	9472.5	7111.5	5046	3469.5	2337	1425	921	583.5	372	261	160.5	114	55.5	64.5	52.5	37.5	31.5	25.5	12	15	12	6	3	4.5	7.5	0	1.5	0	3	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
2780.3	9411	7002	5160	3369	2227.5	1401	961.5	562.5	379.5	255	157.5	115.5	63	58.5	42	19.5	30	27	12	15	9	9	7.5	6	4.5	0	3	3	0	0	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0
2780.0	9331	6931	5007	3281	2274	1442	946	622	421	273	184	124	89	57	51	42	27	25	12	17	6	9	8	3	4	3	2	3	0	1	2	1	2	0	2	0	1	0	1	1	0	0	0
2779.7	9118.5	7002	4843.5	3199.5	2289	1468.5	963	619.5	456	265.5	193.5	139.5	115.5	54	48	49.5	15	22.5	19.5	18	9	7.5	4.5	4.5	0	6	0	1.5	0	0	3	1.5	1.5	1.5	0	0	1.5	0	1.5	0	0	0	0
2779.4	9006	6690	4628	3158	2128	1384	862	549	364	229	151	118	89	49	29	29	17	12	15	8	7	4	4	2	1	5	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0
2779.1	9087	6496.5	4509	3153	2016	1281	772.5	516	300	210	139.5	96	54	37.5	24	24	15	7.5	7.5	6	1.5	3	3	1.5	0	4.5	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0
2778.8	9150	6472.5	4489.5	3034.5	1915.5	1210.5	814.5	483	300	187.5	132	85.5	40.5	34.5	27	16.5	16.5	6	6	4.5	0	3	1.5	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2778.5	9009	6372	4501	2973	1988	1341	826	510	338	217	148	87	65	43	38	29	13	6	16	7	3	6	4	3	3	1	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
2778.2	9043.5	6442.5	4491	3024	2073	1387.5	894	543	381	268.5	181.5	120	85.5	81	33	28.5	13.5	16.5	19.5	6	6	7.5	12	6	4.5	0	1.5	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	1.5	0
2777.9	9028.5	6493.5	4555.5	3094.5	2143.5	1338	888	514.5	357	286.5	196.5	144	76.5	78	36	49.5	21	16.5	15	16.5	7.5	7.5	9	4.5	6	0	1.5	0	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0
2777.6	8943	6560	4646	3184	2050	1317	847	579	366	277	199	128	84	63	52	44	26	13	22	14	8	10	6	5	5	4	1	0	1	1	3	1	2	3	2	0	1	0	1	0	0	0	0
2777.3	8896.5	6490.5	4665	3270	1968	1384.5	852	603	358.5	268.5	171	132	75	57	40.5	43.5	24	16.5	18	4.5	7.5	7.5	7.5	7.5	3	7.5	1.5	3	4.5	1.5	1.5	1.5	1.5	1.5	1.5	0	1.5	0	1.5	0	1.5	0	0
2777.0	8786	6473	4609	3251	2067	1351	939	570	400	254	162	119	86	61	40	42	31	21	14	5	11	5	6	6	2	5	4	4	3	1	1	2	0	0	0	1	1	0	0	0	1	0	0
2776.7	8757	6550.5	4500	3178.5	2083.5	1332	958.5	612	409.5	226.5	174	130.5	102	76.5	48	22.5	21	22.5	21	7.5	12	7.5	6	1.5	3	0	1.5	3	0	0	1.5	1.5	0	0	0	1.5	1.5	0	0	0	1.5	0	0
2776.4	8941.5	6559.5	4506	3097.5	2152.5	1333.5	877.5	612	367.5	243	175.5	127.5	100.5	64.5	51	19.5	24	19.5	15	19.5	15	10.5	3	3	3	3	3	4.5	3	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	1.5	0	0
2776.1	8958	6513	4597	3113	2129	1367	867	563	343	246	188	114	94	58	51	31	32	20	10	14	20	10	4	4	2	3	2	3	3	2	0	2	1	0	1	0	0	0	1	0	0	0	0
2775.8	8917	6494	4602	3111	2099	1351	870	579	382	248	179	121	89	53	39	36	30	16	13	12	15	9	8	6	3	3	1	6	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0
2775.5	8863	6339	4532	3100	2085	1308	866	538	361	258	183	113	101	67	54	35	31	22	15	15	11	9	6	4	1	3	5	5	2	2	1	1	2	0	0	0	2	0	0	0	0	0	0
2775.2	8784	6493.5	4516.5	3031.5	2022	1312.5	808.5	571.5	390	273	181.5	126	84	85.5	76.5	30	25.5	24	18	15	10.5	10.5	4.5	4.5	3	6	7.5	1.5	1.5	3	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0
2774.9	8832	6547.5	4554	3019.5	1923	1330.5	810	526.5	397.5	307.5	186	115.5	82.5	63	78	49.5	19.5	30	25.5	13.5	9	9	7.5	6	6	6	6	4.5	4.5	1.5	3	0	1.5	1.5	0	0	0	0	0	0	0	0	0
2774.6	8820	6481	4488	3046	1961	1360	842	528	361	281	182	110	89	66	61	45	21	25	21	17	9	6	12	7	7	5	3	6	5	0	2	1	3	1	1	1	1	0	0	0	0	0	0
2774.3	8965.5	6468	4602	3063	2011.5	1398	874.5	546	378	237	190.5	121.5	73.5	76.5	52.5	40.5	27	21	12	18	9	7.5	10.5	1.5	9	7.5	13.5	0	1.5	1.5	1.5	1.5	0	0	1.5	1.5	1.5	0	0	0	0	0	0
2774.0	9065	6550	4741	3249	2167	1427	988	655	487	316	236	166	120	91	77	64	27	36	31	19	18	10	16	7	4	7	11	3	3	4	4	1	1	1	1	0	2	0	1	1	0	0	0
2773.7	9036	6741	5007	3493.5	2412	1581	1122	810	633	399	277.5	214.5	154.5	136.5	111	76.5	61.5	46.5	55.5	28.5	25.5	27	28.5	12	6	10.5	12	6	10.5	4.5	9	1.5	4.5	3	6	1.5	3	0	0	0	0	1.5	0
2773.4	9398	7354	5581	3927	2950	2023	1484	1087	806	579	436	357	221	216	147	108	92	81	67	58	37	42	41	26	17	12	14	16	15	7	6	5	6	2	9	5	2	1	1	2	0	2	0
2773.1	9468	7071	5427	3894	2916	2053.5	1462.5	1015.5	792	595.5	423	354	226.5	213	138	129	84	75	67.5	66	31.5	33	37.5	31.5	15	16.5	15	13.5	9	6	9	9	1.5	4.5	3	1.5	4.5	3	3	1.5	0	3	1.5
2772.8	9018	6492	4813.5	3406.5	2368.5	1665	1099.5	772.5	616.5	390	280.5	220.5	186	133.5	79.5	93	78	57	51	33	18	21	24	25.5	18	12	10.5	6	6	1.5	7.5	7.5	1.5	4.5	0	3	7.5	3	1.5	0	0	1.5	1.5
2772.5	8934	6408	4606	3173	2148	1410	862	631	461	280	207	155	123	85	44	54	49	34	25	19	11	16	11	11	12	5	7	2	4	1	2	4	3	1	1	4	3	2	1	1	0	0	2
2772.2	9001.5	6477	4660.5	3030	2026.5	1290	799.5	561	358.5	229.5	145.5	115.5	88.5	54	33	40.5	28.5	21	15	18	6	9	6	3	3	1.5	4.5	1.5	3	1.5	4.5	0	1.5	1.5	3	3	0	0	0	0	1.5	1.5	1.5
2771.9	9139	6687	4652	3152	2105	1337	825	559	343	228	155	110	67	45	33	31	29	13	9	10	9	9	5	2	1	1	2	1	3	0	2	0	2	0	2	0	0	0	0	0	1	1	0
2771.6	9226.5	6924	4834.5	3279	2172	1359	913.5	567	313.5	237	145.5	99	64.5	42	25.5	21	15	7.5	3	9	3	4.5	6	1.5	1.5	0	3	3	3	0	1.5	0	0	3	0	0	0	0	0	0	0	0	0
2771.3	9219	6873	4899	3370.5	2202	1381.5	933	538.5	343.5	253.5	144	117	78	52.5	18	18	15	10.5	3	10.5	6	1.5	6	1.5	3	1.5	1.5	4.5	1.5	0	1.5	0	1.5	3	0	0	0	0	0	0	0	0	0
2771.0	9450	6995	4919	3379	2175	1417	884	547	359	244	166	116	77	49	26	25	15	7	12	8	4	1	2	5	1	4	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
2770.7	9709.5	7015.5	4918.5	3477	2188.5	1459.5	913.5	594	388.5	232.5	172.5	127.5	85.5	42	42	27	19.5	7.5	10.5	9	7.5	3	4.5	3	0	3	1.5	0	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0
2770.4	9816	7204	5204	3735	2486	1597	1079	731	509	293	225	134	94	42	50	28	23	11	12	8	8	4	11	2	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
2770.1	9772.5	7309.5	5284.5	3670.5	2526	1630.5	1167	727.5	498	343.5	214.5	157.5	97.5	49.5	52.5	39	24	15	19.5	7.5	3	3	9	3	1.5	1.5	3	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0
2769.8	9583	7066	4979	3433	2262	1469	1007	639	396	282	162	135	88	61	40	26	16	16	14	5	4	4	3	6	3	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
2769.5	9394.5	6784.5	4755	3226.5	2119.5	1351.5	865.5	552	390	222	130.5	99	66	64.5	33	19.5	7.5	15	4.5	6	3	1.5	0	3	0	0	0	0	1.5	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0
2769.2	9267	6673.5	4621.5	3166.5	2163	1392	843	505.5	363	213	126	85.5	70.5	54	39	21	13.5	16.5	7.5	7.5	4.5	0	4.5	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2768.9	9342	6853	4771	3228	2132	1378	873	560	365	228	167	102	74	54	40	28	13	17	7	6	3	3	4	2	2	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2768.6	9556.5	7068	5128.5	3507	2314.5	1608	1023	678	489	288	213	154.5	111	73.5	64.5	46.5	13.5	24	15	10.5	6	7.5	1.5	7.5	3	1.5	9	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0
2768.3	9816	7473	5587	3999	2821	2030	1334	970	697	481	361	255	202	131	100	68	63	34	31	15	18	24	6	10	4	3	8	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0
2768.0	9898.5	7680	5872.5	4330.5	3055.5	2338.5	1599	1174.5	843	660	474	343.5	279	201	139.5	117	91.5	54	49.5	37.5	22.5	22.5	6	16.5	7.5	6	4.5	4.5	6	1.5	1.5	0	0	0	0	0	0	0	0	0	0	1.5	0
2767.7	9896	7754	5897	4501	3237	2482	1752	1254	945	734	508	357	338	248	189	127	103	82	68	49	32	29	17	15	17	13	3	8	9	2	0	1	1	1	1	0	1	0	1	0	0	1	0
2767.4	10060.5	7836	6037.5	4566	3313.5	2482.5	1776	1284	957	694.5	543	339	285	225	174	111	78	76.5	45	33	31.5	31.5	18	7.5	19.5	12	1.5	4.5	4.5	4.5	0	3	1.5	0	0	0	1.5	0	1.5	0	0	0	0
2767.1	10063.5	7806	6064.5	4477.5	3264	2455.5	1797	1312.5	913.5	642	498	315	267	207	136.5	124.5	79.5	66	37.5	40.5	28.5	25.5	15	10.5	16.5	10.5	3	0	3	7.5	0	3	0	1.5	1.5	0	0	0	0	0	0	0	0
2766.8	9818	7608	5774	4243	3050	2188	1500	1074	738	543	395	275	235	170	110	87	70	42	32	28	17	19	7	6	9	10	2	5	1	5	0	1	0	1	1	0	0	0	0	0	0	0	0
2766.5	9561	7318.5	5392.5	3892.5	2668.5	1848	1162.5	789	540	409.5	232.5	166.5	123	105	63	37.5	42	24	18	9	4.5	12	3	0	6	1.5	1.5	4.5	0	3	0	0	0	0	0	0	0	1.5	0	0	0	0	0
2766.2	9367	7089	5260	3655	2496	1631	1128	691	476	334	189	143	106	53	45	31	19	16	8	5	7	5	3	1	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2765.9	9526.5	7117.5	5140.5	3673.5	2449.5	1587	1098	741	460.5	285	172.5	138	115.5	57	39	25.5	12	15	9	7.5	9	1.5	3	3	3	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2765.6	9448.5	7065	4981.5	3540	2224.5	1537.5	979.5	651	414	241.5	159	115.5	78	48	25.5	25.5	10.5	13.5	7.5	6	4.5	1.5	1.5	3	1.5	0	3	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2765.3	9265	6954	4918	3381	2199	1455	915	528	363	208	135	92	56	35	20	23	8	13	6	3	2	1	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2765.0	9319.5	6921	4917	3399	2230.5	1383	888	576	376.5	189	145.5	103.5	57	30	15	30	9	12	7.5	0	3	1.5	0	0	1.5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0
2764.7	9689	7132	5116	3714	2454	1626	1114	724	503	310	227	163	131	89	62	61	39	30	22	21	11	10	9	5	11	2	6	3	5	1	1	0	2	2	0	0	1	2	1	1	1	0	0
2764.4	9958.5	7335	5379	4014	2601	1810.5	1276.5	858	549	421.5	297	202.5	187.5	127.5	96	94.5	63	52.5	30	25.5	15	27	21	7.5	21	4.5	10.5	4.5	12	3	3	4.5	1.5	3	0	1.5	0	1.5	1.5	3	0	0	1.5
2764.1	9767	7461	5384	3814	2581	1766	1183	723	476	376	259	181	129	99	65	58	49	40	23	16	16	23	9	8	8	7	6	3	3	5	3	4	2	2	1	2	0	0	1	1	1	0	1
2763.8	9684	7225.5	5122.5	3613.5	2319	1579.5	1090.5	616.5	432	307.5	175.5	147	87	85.5	37.5	43.5	36	18	9	6	10.5	6	3	3	0	6	3	1.5	0	1.5	1.5	0	1.5	0	1.5	0	0	0	0	0	1.5	0	0
2763.5	9525	7116	5097	3571.5	2328	1456.5	1021.5	625.5	429	286.5	153	120	75	63	37.5	31.5	27	9	10.5	4.5	4.5	1.5	4.5	0	3	4.5	0	3	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0
2763.2	9431	7084	5027	3547	2515	1602	1048	679	430	292	201	106	81	48	42	27	15	7	11	7	3	3	4	4	5	2	2	2	1	0	2	2	1	0	1	0	0	0	0	0	0	0	0
2762.9	9393	7072.5	5064	3586.5	2469	1669.5	1116	745.5	462	312	213	118.5	99	40.5	42	40.5	18	12	15	10.5	1.5	6	3	3	3	3	1.5	0	0	1.5	3	1.5	1.5	1.5	3	0	1.5	0	0	0	0	0	0
2762.6	9501	7214	5422	3909	2685	1860	1316	926	567	429	280	210	181	108	75	60	52	41	41	22	19	15	15	9	7	11	6	5	5	4	4	2	0	2	5	1	1	0	0	1	0	1	0
2762.3	9840	7666.5	5847	4549.5	3289.5	2412	1774.5	1411.5	948	727.5	519	447	334.5	229.5	186	139.5	124.5	109.5	81	61.5	64.5	36	40.5	31.5	18	22.5	16.5	10.5	18	4.5	12	7.5	1.5	3	6	0	0	4.5	0	1.5	0	1.5	3
2762.0	10086	7910	6150	4672	3501	2621	1942	1498	1168	828	641	545	422	327	275	198	147	150	96	72	72	61	57	47	23	27	37	21	28	9	13	11	9	5	5	3	4	5	0	2	2	1	2
2761.7	10092	7834.5	6178.5	4645.5	3564	2686.5	1987.5	1518	1182	852	717	532.5	454.5	327	288	225	172.5	156	124.5	102	76.5	79.5	73.5	43.5	33	25.5	37.5	21	28.5	9	10.5	12	9	7.5	3	3	4.5	4.5	1.5	6	1.5	1.5	1.5
2761.4	10090.5	7797	6057	4717.5	3580.5	2599.5	1935	1434	1164	831	666	495	405	328.5	252	234	189	169.5	127.5	117	75	69	52.5	36	45	27	28.5	18	22.5	6	10.5	15	7.5	13.5	7.5	3	4.5	3	1.5	3	1.5	0	3
2761.1	10038	7616	5820	4368	3204	2245	1699	1155	920	685	495	380	271	248	170	173	152	114	74	67	58	38	27	22	33	22	14	12	14	2	9	10	3	9	7	6	4	4	2	0	1	0	2
2760.8	9859.5	7401	5392.5	3739.5	2662.5	1851	1294.5	831	636	457.5	301.5	207	169.5	159	94.5	76.5	72	45	52.5	34.5	39	21	30	15	12	9	10.5	10.5	6	3	3	6	1.5	1.5	3	1.5	4.5	1.5	1.5	0	0	0	1.5
2760.5	9561	7078	5161	3606	2430	1663	1090	688	502	349	255	163	136	96	70	51	49	31	34	27	24	15	20	19	10	10	6	2	3	4	4	3	1	1	4	4	1	1	0	0	2	0	0
2760.2	9639	7213.5	5374.5	3807	2604	1774.5	1203	817.5	621	417	306	213	171	127.5	99	75	69	42	28.5	25.5	30	15	18	16.5	13.5	16.5	6	1.5	3	6	6	1.5	0	1.5	4.5	0	0	0	3	3	0	0	0
2759.9	9993	7483.5	5748	4192.5	3037.5	2205	1621.5	1119	840	577.5	462	361.5	307.5	198	187.5	112.5	81	60	58.5	37.5	52.5	21	22.5	24	15	12	12	7.5	6	4.5	4.5	6	4.5	0	1.5	0	1.5	0	3	3	1.5	0	0
2759.6	9973	7545	5666	4122	2940	2058	1448	997	723	525	388	337	255	169	157	100	75	74	61	36	37	21	18	23	14	14	8	9	7	6	3	5	3	1	4	2	2	0	0	0	1	0	0
2759.3	9777	7207.5	5391	3645	2559	1654.5	1113	720	484.5	351	226.5	205.5	111	91.5	61.5	49.5	37.5	51	33	22.5	16.5	12	7.5	13.5	7.5	4.5	3	1.5	0	1.5	0	1.5	1.5	0	1.5	1.5	0	0	0	0	0	0	0
2759.0	9635	7037	5330	3576	2435	1651	1120	727	474	309	203	182	86	74	55	43	31	23	20	17	13	10	11	8	3	2	2	0	1	0	1	2	1	1	0	0	0	2	1	0	0	1	0
2758.7	9822	7158	5271	3711	2614.5	1695	1173	837	567	331.5	255	186	135	81	64.5	51	46.5	27	18	15	19.5	12	9	7.5	1.5	7.5	0	0	1.5	0	0	3	0	0	0	0	0	1.5	0	0	0	0	0
2758.4	9719	7290	5390	3946	2676	1870	1291	922	638	412	291	220	152	120	101	84	48	39	31	24	21	9	10	11	5	5	2	3	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
2758.1	9720	7537.5	5643	4264.5	2979	2217	1560	1186.5	849	543	420	316.5	262.5	169.5	177	115.5	76.5	69	39	39	34.5	19.5	9	16.5	6	10.5	0	7.5	3	1.5	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0
2757.8	9804	7603.5	5796	4377	3085.5	2349	1684.5	1185	862.5	603	441	348	315	192	183	105	94.5	61.5	51	40.5	34.5	21	9	9	6	12	1.5	7.5	3	0	1.5	0	1.5	1.5	1.5	0	3	0	0	0	0	0	0
2757.5	9730	7574	5729	4253	3104	2188	1530	1079	798	570	429	296	248	160	133	88	64	44	36	23	24	16	10	10	7	5	1	4	3	0	2	2	1	2	1	0	1	0	0	0	1	0	0
2757.2	9657	7491	5658	4141.5	2982	2133	1414.5	1006.5	762	556.5	399	309	226.5	135	127.5	75	52.5	37.5	34.5	25.5	16.5	25.5	13.5	9	10.5	1.5	3	3	1.5	1.5	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0
2756.9	9732	7533	5660	4231	3014	2215	1498	1076	830	611	442	337	271	190	147	109	93	49	63	38	33	27	17	17	10	6	11	5	2	2	1	2	2	1	1	0	0	0	0	0	0	0	0
2756.6	9669	7516.5	5434.5	4081.5	2880	2109	1362	985.5	745.5	531	373.5	279	214.5	175.5	127.5	90	91.5	49.5	37.5	28.5	34.5	24	13.5	10.5	10.5	6	9	3	0	1.5	0	1.5	0	0	3	0	0	0	0	0	0	0	0
2756.3	9620	7354	5316	3731	2688	1854	1244	837	575	396	255	181	135	116	73	51	52	30	21	12	15	12	6	1	7	1	1	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0
2756.0	9508.5	7314	5208	3679.5	2464.5	1743	1171.5	739.5	531	351	223.5	162	94.5	84	49.5	36	37.5	19.5	13.5	10.5	4.5	6	1.5	0	4.5	0	0	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0
2755.7	9711	7444.5	5245.5	3877.5	2559	1851	1146	798	612	367.5	226.5	183	109.5	94.5	51	36	36	10.5	12	12	4.5	1.5	3	0	0	3	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2755.4	9918	7506	5520	4075	2864	2048	1368	922	665	464	330	210	184	130	85	56	45	41	37	11	14	11	9	3	3	3	2	0	2	1	0	1	1	2	0	0	1	0	0	0	0	0	0
2755.1	9975	7396.5	5536.5	4132.5	2848.5	2028	1387.5	936	636	492	394.5	237	168	138	97.5	78	43.5	48	37.5	12	18	19.5	10.5	4.5	9	0	0	0	1.5	0	0	0	1.5	3	0	0	1.5	0	0	0	0	0	0
2754.8	9758	7626	5626	4144	2822	2013	1342	980	665	487	355	210	155	121	89	66	51	34	14	20	8	11	6	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2754.5	9793.5	7758	5820	4171.5	2965.5	2167.5	1492.5	1104	784.5	525	376.5	288	205.5	138	94.5	84	79.5	52.5	33	31.5	15	12	15	9	10.5	1.5	3	6	1.5	0	0	0	1.5	1.5	0	0	0	0	0	1.5	0	0	0
2754.2	9804	7708.5	5770.5	4132.5	2971.5	2163	1458	1099.5	778.5	511.5	385.5	313.5	193.5	136.5	112.5	90	63	46.5	39	25.5	13.5	18	15	13.5	13.5	3	6	9	1.5	3	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0
2753.9	9713	7175	5357	3753	2597	1730	1111	769	502	329	224	158	109	71	57	43	34	10	13	10	6	9	5	6	5	2	3	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
2753.6	9408	6804	5070	3439.5	2187	1455	876	523.5	360	199.5	126	78	58.5	30	19.5	16.5	12	4.5	4.5	3	1.5	3	4.5	1.5	1.5	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0
2753.3	9180	6843	4811	3247	2146	1317	792	517	347	186	135	73	51	31	21	16	10	8	4	1	2	1	3	1	1	2	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0
2753.0	8997	6540	4545	3103.5	2106	1237.5	709.5	505.5	300	217.5	145.5	69	49.5	40.5	13.5	9	7.5	7.5	3	1.5	3	1.5	0	3	1.5	0	0	0	1.5	1.5	0	0	3	0	0	0	0	0	0	0	0	0	0
2752.7	9099	6670	4646	3153	2023	1281	773	504	302	179	129	69	45	23	14	7	4	4	4	6	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2752.4	9325.5	6811.5	4666.5	3132	2019	1288.5	805.5	472.5	316.5	187.5	126	57	39	24	10.5	7.5	4.5	4.5	1.5	6	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2752.1	9277.5	6744	4726.5	3103.5	1995	1315.5	814.5	478.5	321	180	121.5	46.5	36	25.5	10.5	7.5	4.5	4.5	1.5	3	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2751.8	9268	6811	4865	3193	2025	1313	832	502	311	183	97	47	32	28	17	9	5	4	3	2	1	0	2	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2751.5	9142.5	6756	4920	3211.5	2095.5	1336.5	855	529.5	288	192	99	66	42	36	24	6	9	1.5	3	1.5	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2751.2	9160	6680	4778	3177	2055	1295	761	488	277	171	116	64	31	24	10	8	9	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2750.9	9057	6546	4578	3054	2001	1265	755	467	298	196	119	74	40	38	17	8	7	3	3	3	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2750.6	9118.5	6496.5	4563	2989.5	1902	1195.5	777	448.5	301.5	168	127.5	60	30	25.5	16.5	9	9	1.5	3	3	3	1.5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2750.3	9170	6673	4616	3048	1931	1229	776	446	286	168	110	48	28	26	16	8	10	4	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2750.0	8932.5	6601.5	4597.5	3060	1921.5	1192.5	769.5	423	298.5	190.5	106.5	48	28.5	31.5	15	3	10.5	4.5	3	4.5	1.5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2749.7	8863.5	6487.5	4434	2980.5	1875	1188	750	432	286.5	181.5	100.5	54	43.5	43.5	25.5	3	10.5	6	4.5	6	3	4.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0
2749.4	9010	6439	4524	3022	1901	1249	792	457	280	161	109	60	49	32	26	5	10	1	4	4	2	3	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
