~A D.M	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
2468.0	10126.5	7894.5	6265.5	4843.5	3657	2755.5	2113.5	1566	1254	981	736.5	564	526.5	339	312	205.5	214.5	202.5	144	117	90	76.5	58.5	43.5	43.5	34.5	43.5	24	34.5	18	12	13.5	7.5	12	0	16.5	1.5	4.5	1.5	1.5	6	4.5	0
2467.7	9953	7800	6131	4604	3522	2724	2039	1505	1206	904	716	600	474	347	280	238	198	200	147	97	85	76	62	51	36	30	38	19	26	10	15	8	5	8	6	15	3	8	3	2	3	2	3
2467.4	10108.5	7935	6202.5	4807.5	3769.5	2859	2110.5	1696.5	1353	1020	867	643.5	529.5	417	306	283.5	253.5	201	171	117	102	115.5	82.5	58.5	42	28.5	37.5	19.5	28.5	19.5	21	9	7.5	4.5	7.5	15	3	9	7.5	0	0	1.5	3
2467.1	10252.5	8085	6330	4936.5	3889.5	2949	2211	1897.5	1516.5	1165.5	958.5	717	642	519	376.5	319.5	292.5	259.5	198	148.5	132	133.5	103.5	75	58.5	55.5	40.5	40.5	25.5	24	25.5	16.5	13.5	4.5	4.5	15	3	4.5	10.5	3	3	7.5	3
2466.8	10174.5	8094	6480	5061	3885	3157.5	2445	2001	1660.5	1309.5	1048.5	879	795	625.5	540	418.5	379.5	319.5	258	219	190.5	160.5	121.5	114	91.5	108	63	63	31.5	42	33	37.5	12	19.5	10.5	24	12	7.5	9	7.5	12	16.5	7.5
2466.5	10122	8094	6627	5268	4086	3316.5	2713.5	2196	1789.5	1441.5	1245	1048.5	913.5	780	694.5	570	496.5	412.5	343.5	312	226.5	207	159	162	133.5	139.5	84	85.5	63	55.5	49.5	46.5	27	37.5	24	27	21	12	10.5	10.5	15	10.5	10.5
2466.2	10227	8039	6436	5123	4054	3128	2575	2081	1699	1394	1171	1011	856	774	631	559	448	396	341	292	234	214	177	166	154	128	93	80	65	63	64	39	41	34	31	31	21	19	16	12	8	8	6
2465.9	10239	7899	6205.5	4764	3603	2716.5	2163	1653	1422	1108.5	922.5	703.5	660	580.5	486	429	355.5	295.5	234	213	169.5	154.5	154.5	126	118.5	82.5	88.5	45	54	54	45	33	34.5	28.5	31.5	22.5	39	19.5	18	9	7.5	12	4.5
2465.6	10131	7737	5907	4428	3127.5	2305.5	1713	1366.5	1053	852	681	496.5	459	382.5	340.5	309	240	234	136.5	150	145.5	115.5	115.5	76.5	81	49.5	64.5	43.5	42	39	33	31.5	24	21	19.5	15	33	16.5	13.5	6	7.5	7.5	4.5
2465.3	9817.5	7426.5	5617.5	4171.5	2908.5	2074.5	1488	1122	828	639	498	387	276	240	222	195	108	139.5	73.5	87	93	60	46.5	57	27	39	33	43.5	30	24	21	18	13.5	13.5	4.5	10.5	7.5	13.5	6	4.5	4.5	1.5	1.5
2465.0	9852	7605	5943	4461	3292.5	2377.5	1804.5	1314	978	720	597	448.5	331.5	307.5	225	207	141	124.5	94.5	102	78	58.5	36	51	21	30	19.5	28.5	22.5	16.5	7.5	6	4.5	9	3	10.5	1.5	6	10.5	4.5	4.5	3	1.5
2464.7	10154	8097	6472	5137	4039	3080	2518	2030	1633	1286	1069	899	750	623	527	457	411	321	259	238	179	156	128	111	96	91	71	63	43	44	23	28	29	25	8	30	13	10	16	8	10	7	5
2464.4	10239	8319	6802.5	5430	4372.5	3522	2994	2409	2070	1711.5	1453.5	1188	1075.5	921	783	691.5	586.5	532.5	435	367.5	294	258	232.5	193.5	181.5	153	136.5	111	103.5	99	52.5	66	57	49.5	22.5	37.5	30	27	25.5	16.5	9	18	22.5
2464.1	10227	8331	6636	5467.5	4357.5	3597	2895	2400	2071.5	1750.5	1489.5	1161	1078.5	951	801	696	625.5	592.5	471	433.5	349.5	327	252	232.5	166.5	157.5	154.5	129	112.5	106.5	76.5	76.5	60	57	43.5	33	31.5	40.5	30	27	12	21	27
2463.8	10107	8164.5	6387	5103	3879	3228	2443.5	2079	1693.5	1423.5	1230	1014	904.5	778.5	631.5	523.5	498	454.5	400.5	352.5	304.5	298.5	204	174	142.5	135	129	114	91.5	73.5	76.5	63	57	40.5	39	28.5	34.5	25.5	25.5	24	16.5	16.5	21
2463.5	9928.5	7849.5	6157.5	4726.5	3531	2811	2217	1783.5	1404	1095	942	781.5	715.5	526.5	477	393	349.5	315	270	231	216	172.5	133.5	105	108	94.5	84	73.5	70.5	45	49.5	40.5	33	30	21	16.5	21	12	18	15	13.5	9	21
2463.2	9876	7858.5	6186	4806	3585	2839.5	2245.5	1777.5	1456.5	1213.5	957	784.5	678	498	477	406.5	349.5	295.5	237	234	211.5	154.5	124.5	100.5	100.5	100.5	88.5	54	51	45	33	30	21	24	18	16.5	6	19.5	9	6	7.5	3	13.5
2462.9	9892	7872	6187	4871	3632	2935	2282	1789	1537	1228	996	821	686	570	487	417	344	273	254	211	213	163	131	112	97	90	96	54	48	50	40	28	24	28	22	18	15	17	6	6	9	5	4
2462.6	9807	7846.5	6109.5	4791	3570	2827.5	2050.5	1693.5	1450.5	1105.5	888	726	676.5	537	418.5	361.5	312	258	250.5	189	168	144	126	102	76.5	49.5	78	66	46.5	49.5	34.5	22.5	21	27	15	10.5	18	10.5	13.5	6	7.5	3	3
2462.3	9960	7797	6136.5	4603.5	3607.5	2811	2085	1693.5	1348.5	1135.5	906	703.5	610.5	547.5	393	345	294	250.5	235.5	198	150	124.5	106.5	97.5	72	66	60	61.5	46.5	45	39	25.5	19.5	21	9	18	18	13.5	13.5	4.5	4.5	3	0
2462.0	10011	7770	6108	4563	3651	2791.5	2226	1729.5	1321.5	1114.5	903	720	540	508.5	411	328.5	280.5	237	222	193.5	132	124.5	124.5	87	93	87	66	49.5	54	39	34.5	27	28.5	27	13.5	22.5	18	10.5	9	7.5	7.5	4.5	3
2461.7	9984	7747.5	6096	4704	3655.5	2844	2164.5	1761	1392	1035	886.5	798	618	486	448.5	352.5	319.5	252	211.5	189	145.5	133.5	127.5	76.5	115.5	79.5	78	46.5	58.5	34.5	31.5	36	22.5	22.5	18	16.5	9	9	7.5	9	9	7.5	7.5
2461.4	10064	7817	5985	4696	3649	2911	2192	1718	1382	1019	897	786	656	515	460	357	343	262	216	181	162	127	127	91	97	83	66	48	52	36	30	29	21	17	17	13	10	14	8	10	6	9	6
2461.1	10095	7953	6072	4605	3571.5	2836.5	2124	1600.5	1195.5	936	745.5	654	520.5	423	330	274.5	247.5	178.5	151.5	121.5	100.5	91.5	97.5	72	57	51	34.5	31.5	19.5	28.5	21	9	15	12	12	6	4.5	7.5	1.5	1.5	1.5	6	4.5
2460.8	10080	8106	6376.5	4903.5	3717	2866.5	2149.5	1605	1191	952.5	688.5	585	450	339	259.5	210	159	108	102	75	75	66	46.5	40.5	42	30	21	16.5	12	9	9	4.5	4.5	10.5	6	0	7.5	3	1.5	1.5	1.5	0	1.5
2460.5	9658	7516	5668	4150	3087	2244	1608	1194	919	713	524	407	317	250	183	173	118	74	77	70	66	52	37	20	27	22	21	23	7	4	5	4	3	7	2	1	7	1	2	3	2	2	2
2460.2	9394.5	7081.5	5113.5	3457.5	2311.5	1563	1105.5	696	525	349.5	280.5	202.5	127.5	108	81	88.5	42	34.5	34.5	40.5	28.5	13.5	16.5	9	12	7.5	4.5	6	4.5	3	3	4.5	1.5	1.5	1.5	0	3	0	0	0	1.5	1.5	0
2459.9	9498	7296	5211	3610.5	2451	1653	1150.5	777	604.5	390	298.5	211.5	139.5	117	99	88.5	52.5	45	39	31.5	22.5	13.5	12	12	12	10.5	6	3	9	3	4.5	4.5	3	1.5	3	0	3	0	0	0	0	0	0
2459.6	9814.5	7486.5	5464.5	3868.5	2743.5	1851	1243.5	868.5	664.5	411	360	247.5	181.5	124.5	126	115.5	64.5	48	49.5	34.5	36	24	10.5	10.5	16.5	16.5	6	3	7.5	7.5	9	3	3	1.5	1.5	0	1.5	1.5	1.5	0	0	1.5	1.5
2459.3	9984	7635	5700	4101	3016.5	2095.5	1449	1132.5	795	546	405	298.5	214.5	168	145.5	121.5	78	61.5	57	33	52.5	36	21	15	24	16.5	6	6	9	7.5	6	4.5	1.5	3	1.5	0	1.5	1.5	1.5	0	1.5	3	3
2459.0	10053	7872	6051	4570	3431	2564	1902	1457	1087	861	603	442	371	299	225	176	155	108	94	67	61	65	43	27	29	19	18	20	18	12	9	10	5	8	2	1	5	0	0	2	2	4	4
2458.7	10189.5	8010	6423	5022	3844.5	2985	2361	1812	1375.5	1156.5	921	685.5	561	421.5	357	319.5	274.5	178.5	156	115.5	94.5	97.5	69	52.5	46.5	37.5	33	28.5	24	28.5	12	10.5	9	10.5	3	4.5	6	3	4.5	6	1.5	1.5	1.5
2458.4	10189.5	8007	6430.5	5131.5	3913.5	3132	2400	1995	1500	1303.5	1011	801	673.5	525	403.5	355.5	301.5	235.5	193.5	168	127.5	91.5	90	73.5	66	58.5	51	27	36	36	13.5	9	9	12	7.5	7.5	7.5	6	7.5	7.5	1.5	1.5	1.5
2458.1	10035	7981.5	6393	5112	3874.5	3106.5	2386.5	1921.5	1537.5	1290	1015.5	852	693	558	438	349.5	285	256.5	198	184.5	175.5	108	94.5	75	78	69	48	28.5	37.5	34.5	27	16.5	19.5	15	10.5	4.5	15	6	7.5	9	3	4.5	1.5
2457.8	10100	8043	6428	4996	3900	3047	2387	1901	1574	1198	1034	892	702	538	444	389	310	266	207	197	180	151	100	86	83	69	42	41	28	43	35	36	17	15	11	6	14	9	9	8	5	6	1
2457.5	10081.5	7992	6459	4852.5	3711	2962.5	2277	1897.5	1591.5	1179	1000.5	879	633	564	484.5	405	318	295.5	196.5	237	169.5	138	102	94.5	91.5	70.5	54	42	34.5	40.5	28.5	40.5	15	16.5	16.5	15	18	9	15	7.5	4.5	6	1.5
2457.2	10110	8067	6382.5	4933.5	3726	2889	2257.5	1888.5	1485	1210.5	990	784.5	648	574.5	511.5	402	334.5	294	226.5	241.5	168	138	114	99	75	73.5	64.5	40.5	36	24	31.5	27	27	16.5	15	16.5	18	9	10.5	6	4.5	1.5	6
2456.9	10137	8139	6228	4911	3748.5	2890.5	2245.5	1822.5	1374	1195.5	976.5	723	709.5	562.5	487.5	363	295.5	265.5	226.5	213	148.5	147	126	99	60	64.5	61.5	45	25.5	37.5	33	34.5	27	16.5	16.5	10.5	10.5	9	6	1.5	7.5	3	4.5
2456.6	10035	7893	6103.5	4782	3585	2767.5	2104.5	1621.5	1320	1048.5	864	667.5	627	483	420	319.5	249	238.5	205.5	159	117	121.5	120	94.5	66	58.5	55.5	52.5	33	45	31.5	25.5	22.5	13.5	16.5	12	10.5	3	7.5	9	7.5	4.5	6
2456.3	9894	7670	5986	4647	3416	2572	1942	1498	1193	949	757	588	476	419	353	286	255	190	197	120	124	109	93	80	61	56	47	40	38	26	31	20	17	17	11	11	9	2	6	12	3	3	7
2456.0	9783	7458	5746.5	4329	3181.5	2313	1836	1297.5	982.5	742.5	609	496.5	333	307.5	246	187.5	190.5	114	145.5	79.5	84	66	63	54	46.5	40.5	30	25.5	25.5	18	18	15	12	6	6	9	4.5	6	4.5	0	0	1.5	3
2455.7	9832.5	7669.5	5673	4353	3120	2329.5	1758	1207.5	909	657	538.5	429	282	265.5	201	183	129	99	78	60	51	46.5	42	30	27	16.5	15	18	13.5	6	15	10.5	6	1.5	4.5	6	1.5	7.5	1.5	0	0	0	0
2455.4	10017	7786.5	5874	4497	3171	2341.5	1759.5	1206	900	651	490.5	382.5	309	262.5	177	154.5	127.5	100.5	75	63	55.5	51	31.5	22.5	24	24	10.5	18	7.5	6	13.5	7.5	4.5	3	4.5	3	1.5	4.5	0	1.5	0	0	0
2455.1	10075.5	7654.5	5935.5	4413	3150	2272.5	1728	1167	832.5	628.5	460.5	396	313.5	244.5	181.5	130.5	123	88.5	72	52.5	46.5	37.5	28.5	27	22.5	34.5	18	15	4.5	9	6	6	4.5	3	4.5	3	3	4.5	1.5	3	0	1.5	1.5
2454.8	9898	7602	5690	4120	2835	2021	1467	1051	710	537	361	311	278	187	143	120	80	62	51	35	33	15	20	25	12	15	20	6	3	7	2	3	3	3	2	3	3	4	2	1	1	2	1
2454.5	9873	7486.5	5557.5	3987	2772	1884	1318.5	954	657	490.5	322.5	265.5	211.5	148.5	123	118.5	67.5	63	42	31.5	31.5	16.5	19.5	19.5	10.5	12	15	4.5	6	4.5	4.5	1.5	1.5	3	0	1.5	3	1.5	1.5	0	0	0	0
2454.2	9775.5	7372.5	5524.5	3861	2746.5	1858.5	1314	867	646.5	439.5	351	270	183	132	129	103.5	61.5	63	30	45	30	19.5	25.5	13.5	7.5	10.5	19.5	7.5	7.5	1.5	4.5	1.5	0	1.5	0	0	1.5	0	0	1.5	0	0	1.5
2453.9	9423	7056	5094	3418.5	2500.5	1581	1102.5	679.5	478.5	321	292.5	172.5	130.5	96	79.5	48	37.5	31.5	13.5	24	16.5	13.5	10.5	9	3	1.5	13.5	4.5	4.5	1.5	1.5	1.5	0	0	1.5	0	1.5	0	0	1.5	0	0	1.5
2453.6	9294	6833	4856	3286	2334	1537	1021	669	418	303	210	110	94	52	51	26	17	12	11	3	7	9	2	3	1	1	3	2	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0
2453.3	9520.5	7078.5	5347.5	3625.5	2494.5	1764	1179	774	466.5	378	219	138	84	45	57	30	21	12	16.5	7.5	6	6	3	3	0	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0
2453.0	9429	7051.5	5314.5	3634.5	2454	1557	1024.5	666	394.5	303	184.5	111	69	39	31.5	31.5	18	7.5	15	12	1.5	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2452.7	9435	7110	5070	3496.5	2319	1495.5	879	559.5	381	252	157.5	90	81	37.5	33	24	10.5	3	9	7.5	3	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2452.4	9438	7104	4905	3508.5	2349	1531.5	885	597	402	270	169.5	99	78	46.5	33	33	12	3	7.5	1.5	1.5	0	1.5	1.5	3	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0
2452.1	9493	7281	5146	3793	2567	1696	1098	748	486	334	241	153	99	68	37	35	18	17	10	8	6	2	1	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2451.8	9699	7359	5247	3820.5	2614.5	1683	1179	762	463.5	348	229.5	168	97.5	75	43.5	27	18	19.5	15	12	4.5	3	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2451.5	9723	7312.5	5220	3706.5	2536.5	1686	1107	772.5	444	298.5	180	141	78	63	27	16.5	10.5	12	10.5	4.5	6	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2451.2	9657	7243.5	5137.5	3649.5	2574	1659	1072.5	825	450	343.5	159	120	61.5	55.5	22.5	15	18	6	4.5	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2450.9	9594	7225	5305	3625	2544	1673	1095	741	465	310	195	127	64	49	32	17	22	5	3	5	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2450.6	9682.5	7207.5	5292	3727.5	2463	1641	1090.5	678	444	247.5	195	126	78	48	28.5	18	7.5	6	9	4.5	1.5	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2450.3	9733.5	7297.5	5251.5	3747	2479.5	1569	1077	640.5	393	241.5	190.5	105	72	37.5	28.5	15	7.5	6	9	3	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2450.0	9688.5	7330.5	5268	3636	2505	1620	1066.5	651	402	265.5	168	108	61.5	33	27	13.5	6	7.5	3	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2449.7	9592.5	7315.5	5304	3610.5	2413.5	1674	997.5	684	412.5	264	175.5	118.5	61.5	36	33	18	4.5	7.5	4.5	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2449.4	9614	7253	5291	3596	2359	1562	1010	638	373	245	171	116	75	42	31	18	10	5	3	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2449.1	9660	7144.5	5196	3589.5	2356.5	1489.5	1018.5	591	379.5	253.5	153	96	64.5	33	25.5	15	9	6	4.5	3	1.5	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2448.8	9712.5	7137	5176.5	3558	2346	1443	1005	601.5	376.5	253.5	138	75	55.5	37.5	18	9	12	9	10.5	3	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2448.5	9378	6958.5	5025	3379.5	2259	1443	886.5	565.5	322.5	216	126	73.5	58.5	34.5	12	10.5	9	6	9	1.5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2448.2	9102	6697.5	4653	3100.5	2067	1252.5	699	501	256.5	175.5	117	75	48	24	24	10.5	7.5	3	1.5	1.5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2447.9	9053	6521	4432	2922	1948	1159	709	432	241	185	99	63	30	22	15	7	4	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2447.6	9262.5	6721.5	4602	3138	2050.5	1258.5	769.5	463.5	283.5	196.5	88.5	73.5	43.5	25.5	10.5	13.5	1.5	3	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2447.3	9333	6856.5	4711.5	3195	2124	1300.5	789	499.5	291	184.5	93	60	55.5	27	15	15	1.5	4.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2447.0	9297	6942	4762.5	3312	2101.5	1281	789	492	295.5	156	126	54	42	25.5	15	13.5	4.5	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2446.7	9368	7065	4971	3439	2154	1305	850	490	307	182	139	66	48	20	17	13	6	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2446.4	9450	7075.5	5067	3472.5	2229	1383	865.5	541.5	318	174	108	79.5	51	21	13.5	13.5	9	1.5	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2446.1	9576	6957	5053.5	3409.5	2112	1387.5	846	568.5	282	172.5	94.5	94.5	46.5	22.5	10.5	10.5	9	3	1.5	1.5	3	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2445.8	9603	7027.5	5032.5	3405	2079	1329	864	561	303	199.5	126	82.5	54	28.5	13.5	10.5	6	4.5	4.5	3	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2445.5	9678	7093.5	5073	3324	2220	1312.5	912	556.5	366	199.5	138	75	49.5	25.5	15	15	7.5	7.5	3	6	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2445.2	9778	7411	5288	3572	2455	1583	1047	610	430	254	172	99	70	44	22	27	14	11	5	4	3	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2444.9	9856.5	7606.5	5344.5	3801	2677.5	1749	1110	729	424.5	306	177	105	97.5	55.5	42	30	18	12	7.5	1.5	6	3	3	0	0	3	1.5	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0
2444.6	9747	7347	5275.5	3699	2518.5	1663.5	1036.5	717	427.5	270	151.5	120	57	42	40.5	24	12	10.5	6	1.5	4.5	1.5	3	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2444.3	9492	7120.5	5200.5	3544.5	2344.5	1515	927	622.5	384	225	151.5	106.5	34.5	37.5	30	10.5	12	7.5	3	3	0	3	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2444.0	9312	6803	4866	3265	2190	1341	886	572	346	195	131	83	47	26	14	12	8	4	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2443.7	9321	6883.5	4827	3355.5	2179.5	1389	913.5	552	352.5	223.5	142.5	102	54	25.5	18	16.5	4.5	3	1.5	3	3	1.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2443.4	9223.5	6751.5	4561.5	3184.5	2007	1281	814.5	462	304.5	217.5	123	81	37.5	25.5	19.5	15	1.5	6	1.5	3	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2443.1	9069	6460.5	4467	2974.5	1857	1233	738	427.5	264	166.5	91.5	70.5	45	28.5	15	13.5	7.5	4.5	1.5	3	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2442.8	9006	6492	4542	3045	1881	1255.5	768	453	249	156	85.5	70.5	49.5	27	18	7.5	10.5	1.5	4.5	4.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2442.5	9104	6721	4700	3187	2070	1349	891	510	322	217	139	110	47	39	20	11	14	2	6	6	4	2	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2442.2	9547.5	7221	5419.5	3787.5	2619	1866	1257	841.5	565.5	397.5	307.5	219	156	94.5	64.5	61.5	48	36	18	24	10.5	12	4.5	1.5	3	1.5	4.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2441.9	9849	7597.5	5698.5	4174.5	2989.5	2188.5	1549.5	1081.5	733.5	588	418.5	318	228	169.5	123	111	78	55.5	39	28.5	16.5	18	9	7.5	12	6	6	4.5	1.5	1.5	0	0	1.5	3	1.5	0	0	0	1.5	0	0	0	0
2441.6	10081.5	7779	5937	4401	3216	2358	1689	1164	868.5	715.5	468	391.5	274.5	208.5	148.5	120	85.5	60	60	30	27	13.5	21	13.5	22.5	10.5	4.5	4.5	3	3	3	0	3	3	1.5	0	0	0	1.5	0	0	0	0
2441.3	10098	7732.5	5956.5	4372.5	3199.5	2362.5	1680	1257	895.5	691.5	483	355.5	283.5	181.5	135	109.5	81	66	54	39	30	9	27	12	13.5	10.5	1.5	7.5	1.5	1.5	3	0	1.5	1.5	0	0	0	0	0	0	0	0	0
2441.0	9939	7645	5814	4157	3003	2152	1536	1136	713	599	400	296	219	149	104	86	59	42	38	31	21	12	19	10	6	6	1	5	1	1	3	1	1	1	0	2	0	1	0	0	0	0	0
2440.7	9735	7365	5505	3966	2754	1891.5	1312.5	868.5	577.5	432	279	214.5	156	111	72	61.5	36	19.5	31.5	15	18	10.5	7.5	1.5	3	1.5	1.5	3	1.5	1.5	3	0	0	0	0	0	0	1.5	0	0	0	0	0
2440.4	9532.5	7405.5	5356.5	3747	2709	1699.5	1153.5	771	525	334.5	243	156	103.5	78	54	51	34.5	16.5	18	4.5	13.5	9	4.5	0	1.5	4.5	1.5	3	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2440.1	9435	7267.5	5307	3750	2656.5	1678.5	1137	777	469.5	342	235.5	151.5	94.5	66	63	45	33	18	13.5	3	9	6	3	1.5	1.5	4.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2439.8	9417	7018	5144	3435	2379	1549	995	650	406	273	179	114	79	39	36	32	25	11	11	1	4	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2439.5	9364.5	6768	4762.5	3198	2110.5	1279.5	841.5	522	351	241.5	165	87	73.5	45	24	27	18	9	7.5	3	6	3	1.5	0	0	1.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2439.2	9465	6946.5	5007	3622.5	2464.5	1545	1060.5	720	520.5	336	217.5	165	127.5	96	54	42	40.5	34.5	13.5	16.5	10.5	9	1.5	1.5	3	6	0	0	1.5	0	1.5	3	0	0	1.5	0	0	0	0	0	0	0	0
2438.9	9759	7486.5	5673	4282.5	3105	2181	1597.5	1125	879	624	415.5	369	229.5	196.5	154.5	79.5	84	66	48	46.5	28.5	25.5	16.5	7.5	13.5	13.5	4.5	4.5	3	0	1.5	6	0	3	1.5	0	0	0	1.5	0	0	0	0
2438.6	10026	7746	5988	4609.5	3421.5	2577	1984.5	1525.5	1144.5	922.5	625.5	565.5	375	300	262.5	144	148.5	130.5	99	81	60	46.5	40.5	36	24	19.5	22.5	18	9	4.5	10.5	6	4.5	4.5	3	1.5	1.5	1.5	3	0	0	0	0
2438.3	9943	7594	5846	4516	3361	2525	1997	1515	1177	974	689	606	475	364	302	209	202	172	147	112	76	92	64	51	41	25	31	26	19	21	11	7	6	5	11	5	4	5	2	3	1	2	2
2438.0	9736.5	7528.5	5724	4317	3204	2421	1837.5	1300.5	987	814.5	616.5	508.5	429	318	253.5	201	169.5	159	133.5	106.5	72	79.5	55.5	39	48	24	30	15	13.5	24	9	6	10.5	4.5	12	9	7.5	4.5	1.5	1.5	1.5	3	1.5
2437.7	9574.5	7273.5	5427	3948	2859	2001	1483.5	1039.5	753	601.5	421.5	330	292.5	217.5	148.5	124.5	100.5	96	69	69	55.5	43.5	27	22.5	15	19.5	13.5	4.5	7.5	12	10.5	6	7.5	3	6	6	4.5	1.5	0	0	1.5	1.5	0
2437.4	9361.5	6934.5	5029.5	3454.5	2454	1605	1120.5	769.5	556.5	372	259.5	174	160.5	115.5	73.5	48	46.5	31.5	33	25.5	21	12	9	7.5	3	3	3	3	4.5	6	3	0	1.5	1.5	4.5	0	1.5	0	0	0	0	0	0
2437.1	9198	6749	4752	3142	2062	1331	838	533	337	200	155	96	66	43	28	17	18	8	15	6	3	3	4	2	1	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2436.8	8968.5	6805.5	4608	3060	1960.5	1168.5	763.5	421.5	243	157.5	102	61.5	45	18	16.5	10.5	3	0	1.5	0	1.5	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2436.5	9058.5	6724.5	4660.5	3075	2017.5	1209	775.5	453	273	160.5	87	57	40.5	16.5	13.5	13.5	6	1.5	3	1.5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2436.2	9150	6625.5	4743	3139.5	2059.5	1275	798	486	279	183	102	48	45	28.5	12	7.5	4.5	1.5	4.5	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2435.9	9144	6645	4696.5	3132	2119.5	1266	808.5	502.5	268.5	186	105	66	45	34.5	12	3	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2435.6	9171	6713	4662	3186	2075	1274	789	518	290	194	106	66	38	31	7	5	7	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2435.3	9229.5	6834	4588.5	3142.5	2040	1291.5	775.5	502.5	310.5	192	94.5	60	42	22.5	13.5	4.5	9	4.5	1.5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
